endTime,artistName,trackName,minPlayed,dayOfWeek,dayOfMonth,timeOfDay,date
2021-03-29 01:14:00,Birdtalker,Ankle Bone,0.84005,Monday,29,1,2021-03-29 00:00:00
2021-03-29 01:20:00,Low Roar,Easy Way Out,0.7308333333333333,Monday,29,1,2021-03-29 00:00:00
2021-03-29 01:20:00,Low Roar,I'll Keep Coming,5.872433333333333,Monday,29,1,2021-03-29 00:00:00
2021-04-05 20:43:00,Ana Santos,Pintinho amarelinho,0.12443333333333334,Monday,5,20,2021-04-05 00:00:00
2021-04-05 20:45:00,Virtual Orchestra,"Bobeou, Dançou",0.3845,Monday,5,20,2021-04-05 00:00:00
2021-04-05 20:46:00,Aline Romeiro,"Brilha, Brilha Estrelinha",1.5826666666666667,Monday,5,20,2021-04-05 00:00:00
2021-04-05 20:49:00,Aline Romeiro,Alecrim,2.2142166666666667,Monday,5,20,2021-04-05 00:00:00
2021-04-05 20:51:00,Simone Vioto,Mãezinha do Céu,2.6351,Monday,5,20,2021-04-05 00:00:00
2021-04-05 20:55:00,Isadora Canto,Pra Te Fazer Dormir,3.4,Monday,5,20,2021-04-05 00:00:00
2021-04-05 20:56:00,A Rainha De Cantigas De Roda,Se Essa Rua Fosse Minha,1.2083333333333333,Monday,5,20,2021-04-05 00:00:00
2021-04-05 20:59:00,Vera Lucia,Dorme Neném,2.9371,Monday,5,20,2021-04-05 00:00:00
2021-04-05 21:00:00,Hélio Ziskind,Boi da Cara Preta,1.6886666666666665,Monday,5,21,2021-04-05 00:00:00
2021-04-05 21:02:00,Bia Bedran,Dorme Menina,1.6341500000000002,Monday,5,21,2021-04-05 00:00:00
2021-04-13 15:51:00,Céu,Pot-Pourri: Fffree / Falta de Ar - Ao Vivo,11.123316666666666,Tuesday,13,15,2021-04-13 00:00:00
2021-04-13 15:55:00,Céu,Amor de Antigos - Ao Vivo,3.7471,Tuesday,13,15,2021-04-13 00:00:00
2021-04-13 15:59:00,Céu,Contravento - Ao Vivo,4.558000000000001,Tuesday,13,15,2021-04-13 00:00:00
2021-04-13 16:03:00,Céu,Comadi - Ao Vivo,3.3151,Tuesday,13,16,2021-04-13 00:00:00
2021-04-13 16:07:00,Céu,Retrovisor - Ao Vivo,4.176,Tuesday,13,16,2021-04-13 00:00:00
2021-04-13 16:11:00,Céu,Teju Na Estrada (Instrumental) - Ao Vivo,4.102216666666667,Tuesday,13,16,2021-04-13 00:00:00
2021-04-13 16:17:00,Céu,Pot-Pourri: Sereia / Grains de Beauté - Ao Vivo,6.584233333333333,Tuesday,13,16,2021-04-13 00:00:00
2021-04-13 16:23:00,Céu,Streets Bloom - Ao Vivo,5.368666666666667,Tuesday,13,16,2021-04-13 00:00:00
2021-04-13 16:29:00,Céu,Cangote - Ao Vivo,5.907766666666666,Tuesday,13,16,2021-04-13 00:00:00
2021-04-13 16:33:00,Céu,Piel Canela - Ao Vivo,3.8788833333333335,Tuesday,13,16,2021-04-13 00:00:00
2021-04-13 16:38:00,Céu,Mil e uma Noites de Amor - Ao Vivo,5.0091,Tuesday,13,16,2021-04-13 00:00:00
2021-04-13 16:41:00,Céu,10 Contados - Ao Vivo,3.445333333333333,Tuesday,13,16,2021-04-13 00:00:00
2021-04-13 16:44:00,Céu,Baile de Ilusão - Ao Vivo,2.940366666666667,Tuesday,13,16,2021-04-13 00:00:00
2021-04-13 16:44:00,Christ Community Church,Storm Strong,0.4941333333333333,Tuesday,13,16,2021-04-13 00:00:00
2021-04-13 18:15:00,Relaxing White Noise,Stormy Night Rain & Thunder | Peaceful Rainstorm White Noise for Studying or Sleep,90.36846666666666,Tuesday,13,18,2021-04-13 00:00:00
2021-04-16 02:52:00,Franz Ferdinand,Take Me Out,3.9504333333333337,Friday,16,2,2021-04-16 00:00:00
2021-04-16 02:55:00,The Neighbourhood,Scary Love,3.7111,Friday,16,2,2021-04-16 00:00:00
2021-04-16 02:59:00,Arctic Monkeys,No Buses,3.2886666666666664,Friday,16,2,2021-04-16 00:00:00
2021-04-16 03:17:00,Oasis,Wonderwall - Remastered,3.0507166666666667,Friday,16,3,2021-04-16 00:00:00
2021-04-20 19:23:00,Luati,DNA: Diretrizes de uma Nova Alma,0.7634666666666666,Tuesday,20,19,2021-04-20 00:00:00
2021-04-20 19:26:00,Oswaldo Montenegro,Gueixa,2.22985,Tuesday,20,19,2021-04-20 00:00:00
2021-04-20 19:28:00,Antonia Medeiros,Pro Gui,2.1290333333333336,Tuesday,20,19,2021-04-20 00:00:00
2021-04-20 19:29:00,Pierre Henry,Intérieur / Extérieur: 11. Agitation,0.7089,Tuesday,20,19,2021-04-20 00:00:00
2021-04-20 19:32:00,Arctic Monkeys,Fluorescent Adolescent,3.0648833333333334,Tuesday,20,19,2021-04-20 00:00:00
2021-04-20 19:37:00,Arctic Monkeys,Do I Wanna Know?,4.5399,Tuesday,20,19,2021-04-20 00:00:00
2021-04-20 19:40:00,Arctic Monkeys,Arabella,3.4559333333333333,Tuesday,20,19,2021-04-20 00:00:00
2021-04-20 19:43:00,Arctic Monkeys,Why'd You Only Call Me When You're High?,2.6853833333333332,Tuesday,20,19,2021-04-20 00:00:00
2021-04-20 19:47:00,Arctic Monkeys,No. 1 Party Anthem,4.052183333333334,Tuesday,20,19,2021-04-20 00:00:00
2021-04-20 19:50:00,Arctic Monkeys,Snap Out Of It,3.2171666666666665,Tuesday,20,19,2021-04-20 00:00:00
2021-04-20 19:53:00,Arctic Monkeys,Mardy Bum,2.924,Tuesday,20,19,2021-04-20 00:00:00
2021-04-20 19:56:00,Arctic Monkeys,When The Sun Goes Down,3.3688833333333337,Tuesday,20,19,2021-04-20 00:00:00
2021-04-20 19:59:00,Arctic Monkeys,Fake Tales Of San Francisco,2.9657666666666667,Tuesday,20,19,2021-04-20 00:00:00
2021-04-20 20:00:00,Arctic Monkeys,Dancing Shoes,0.6421833333333333,Tuesday,20,20,2021-04-20 00:00:00
2021-04-23 21:01:00,Vitão,Café,3.1739,Friday,23,21,2021-04-23 00:00:00
2021-04-23 21:04:00,Vitão,Edredom,2.878333333333333,Friday,23,21,2021-04-23 00:00:00
2021-04-23 21:06:00,Vitão,Pensa,2.3366666666666664,Friday,23,21,2021-04-23 00:00:00
2021-04-23 21:14:00,Vitão,Caderninho,7.2365,Friday,23,21,2021-04-23 00:00:00
2021-04-23 21:18:00,Vitão,Embrasa,3.947683333333333,Friday,23,21,2021-04-23 00:00:00
2021-04-23 21:21:00,BIN,Saturno,3.1157833333333333,Friday,23,21,2021-04-23 00:00:00
2021-04-23 23:36:00,BIN,Quase uma Semana,0.9995999999999999,Friday,23,23,2021-04-23 00:00:00
2021-04-25 21:01:00,Altamira,Acústico Altamira #13 - Amor,2.1429666666666667,Sunday,25,21,2021-04-25 00:00:00
2021-04-25 21:05:00,Orgânico,Dizeres,4.294083333333333,Sunday,25,21,2021-04-25 00:00:00
2021-04-25 21:08:00,Agnes Nunes,Cida,3.1,Sunday,25,21,2021-04-25 00:00:00
2021-04-25 21:13:00,BIN,Quase uma Semana,4.327866666666667,Sunday,25,21,2021-04-25 00:00:00
2021-04-25 21:15:00,Teto,M4,2.8333333333333335,Sunday,25,21,2021-04-25 00:00:00
2021-04-25 21:19:00,Orochi,Amor de Fim de Noite,3.6856999999999998,Sunday,25,21,2021-04-25 00:00:00
2021-04-25 21:23:00,OIK,Pedaço de Mim,3.371966666666667,Sunday,25,21,2021-04-25 00:00:00
2021-04-25 21:25:00,Nandx710,Meu Lado da História,2.5315999999999996,Sunday,25,21,2021-04-25 00:00:00
2021-04-25 21:29:00,Djonga,LEAL,3.544166666666667,Sunday,25,21,2021-04-25 00:00:00
2021-04-25 21:33:00,Papatinho,"Sem convite (feat. MODÉ$TIA, MC Cabelinho e Yoka)",4.12835,Sunday,25,21,2021-04-25 00:00:00
2021-04-25 23:39:00,Luiz Lins,Saudade,0.8943333333333333,Sunday,25,23,2021-04-25 00:00:00
2021-05-01 17:43:00,SÓ AS BRABA Records,Sigilo,1.8355666666666666,Saturday,1,17,2021-05-01 00:00:00
2021-05-01 17:50:00,Pineapple StormTv,Poesia Acústica 10: Recomeçar,7.1514,Saturday,1,17,2021-05-01 00:00:00
2021-05-01 17:54:00,Djonga,Procuro Alguém (prod. Coyote Beatz),3.5663833333333335,Saturday,1,17,2021-05-01 00:00:00
2021-05-01 17:57:00,Baco Exu do Blues,Ela É Gostosa Pra Caralho,3.05355,Saturday,1,17,2021-05-01 00:00:00
2021-05-01 18:00:00,Djonga,Todo Errado (prod. Coyote Beatz),3.2933333333333334,Saturday,1,18,2021-05-01 00:00:00
2021-05-01 18:02:00,L7NNON,Abre a porta,2.375,Saturday,1,18,2021-05-01 00:00:00
2021-05-01 18:07:00,L7NNON,Berenice (Papasessions #6) [feat. CALIFFA],5.025766666666667,Saturday,1,18,2021-05-01 00:00:00
2021-05-01 18:14:00,Pineapple StormTv,Poesia Acústica - Paris,7.0,Saturday,1,18,2021-05-01 00:00:00
2021-05-01 18:25:00,Pineapple StormTv,Poesia Acústica #8: Amor e Samba,10.243583333333333,Saturday,1,18,2021-05-01 00:00:00
2021-05-01 18:29:00,L7NNON,Perdição,4.583333333333333,Saturday,1,18,2021-05-01 00:00:00
2021-05-01 18:33:00,Luccas Carlos,Incomum - Ao Vivo,4.0381833333333335,Saturday,1,18,2021-05-01 00:00:00
2021-05-01 18:37:00,Vitão,Romeu E Julieta,3.4799833333333337,Saturday,1,18,2021-05-01 00:00:00
2021-05-01 18:40:00,Malibu,Se Prepara,3.04025,Saturday,1,18,2021-05-01 00:00:00
2021-05-01 18:43:00,Xamã,Uma Linda Mulher,3.466666666666667,Saturday,1,18,2021-05-01 00:00:00
2021-05-01 18:47:00,Orochi,Na Onda,3.3230666666666666,Saturday,1,18,2021-05-01 00:00:00
2021-05-01 18:52:00,Filipe Ret,Ilusão,1.8692,Saturday,1,18,2021-05-01 00:00:00
2021-05-01 19:01:00,Djonga,Procuro Alguém (prod. Coyote Beatz),7.003383333333333,Saturday,1,19,2021-05-01 00:00:00
2021-05-01 19:04:00,Djonga,Deus Dará (prod. Coyote Beatz),3.802,Saturday,1,19,2021-05-01 00:00:00
2021-05-01 19:07:00,Djonga,Amr Sinto Falta da Nssa Ksa (prod. Renan Samam),2.2758499999999997,Saturday,1,19,2021-05-01 00:00:00
2021-05-01 19:39:00,Djonga,Procuro Alguém (prod. Coyote Beatz),6.337483333333334,Saturday,1,19,2021-05-01 00:00:00
2021-05-02 14:22:00,Pineapple StormTv,Como Só Você no Mundo,2.4242333333333335,Sunday,2,14,2021-05-02 00:00:00
2021-05-02 14:24:00,Chris MC,Tchau,2.06315,Sunday,2,14,2021-05-02 00:00:00
2021-05-02 14:59:00,Djonga,VOZ,0.12098333333333335,Sunday,2,14,2021-05-02 00:00:00
2021-05-08 14:36:00,Djonga,Procuro Alguém (prod. Coyote Beatz),3.5663833333333335,Saturday,8,14,2021-05-08 00:00:00
2021-05-08 14:39:00,Baco Exu do Blues,Ela É Gostosa Pra Caralho,3.05355,Saturday,8,14,2021-05-08 00:00:00
2021-05-08 14:42:00,Djonga,Todo Errado (prod. Coyote Beatz),3.2933333333333334,Saturday,8,14,2021-05-08 00:00:00
2021-05-08 14:45:00,L7NNON,Abre a porta,2.375,Saturday,8,14,2021-05-08 00:00:00
2021-05-08 14:50:00,L7NNON,Berenice (Papasessions #6) [feat. CALIFFA],5.025766666666667,Saturday,8,14,2021-05-08 00:00:00
2021-05-08 14:57:00,Pineapple StormTv,Poesia Acústica - Paris,7.0,Saturday,8,14,2021-05-08 00:00:00
2021-05-08 16:17:00,Pineapple StormTv,Poesia Acústica #8: Amor e Samba,4.137783333333333,Saturday,8,16,2021-05-08 00:00:00
2021-05-09 17:57:00,Malibu,Onde Você Mora,4.222566666666667,Sunday,9,17,2021-05-09 00:00:00
2021-05-09 18:00:00,Guga Nandes,Presentinho - Ao Vivo,3.5421666666666667,Sunday,9,18,2021-05-09 00:00:00
2021-05-09 18:02:00,DONATTO,Só Você,2.216666666666667,Sunday,9,18,2021-05-09 00:00:00
2021-05-09 18:06:00,Agnes Nunes,Lisboa,3.02355,Sunday,9,18,2021-05-09 00:00:00
2021-05-09 18:09:00,Pk,Barcelona (Papasessions #2),3.7199999999999998,Sunday,9,18,2021-05-09 00:00:00
2021-05-09 18:13:00,Malibu,Nunca Encontrei,3.8208333333333333,Sunday,9,18,2021-05-09 00:00:00
2021-05-09 18:18:00,3030,Mundo de Ilusões 2012,4.686916666666666,Sunday,9,18,2021-05-09 00:00:00
2021-05-09 20:19:00,Cynthia Luz,Como Deus Quiser,1.5569333333333333,Sunday,9,20,2021-05-09 00:00:00
2021-05-25 01:32:00,Stone Temple Pilots,Trippin' on a Hole in a Paper Heart,0.40104999999999996,Tuesday,25,1,2021-05-25 00:00:00
2021-06-01 01:30:00,Djonga,Procuro Alguém (prod. Coyote Beatz),3.5663833333333335,Tuesday,1,1,2021-06-01 00:00:00
2021-06-01 01:33:00,Baco Exu do Blues,Ela É Gostosa Pra Caralho,3.05355,Tuesday,1,1,2021-06-01 00:00:00
2021-06-01 01:36:00,Djonga,Todo Errado (prod. Coyote Beatz),3.2933333333333334,Tuesday,1,1,2021-06-01 00:00:00
2021-06-01 01:38:00,L7NNON,Abre a porta,2.375,Tuesday,1,1,2021-06-01 00:00:00
2021-06-01 01:43:00,L7NNON,Berenice (Papasessions #6) [feat. CALIFFA],5.025766666666667,Tuesday,1,1,2021-06-01 00:00:00
2021-06-01 01:50:00,Pineapple StormTv,Poesia Acústica - Paris,7.0,Tuesday,1,1,2021-06-01 00:00:00
2021-06-01 02:01:00,Pineapple StormTv,Poesia Acústica #8: Amor e Samba,10.243583333333333,Tuesday,1,2,2021-06-01 00:00:00
2021-06-01 02:05:00,L7NNON,Perdição,4.583333333333333,Tuesday,1,2,2021-06-01 00:00:00
2021-06-01 02:09:00,Luccas Carlos,Incomum - Ao Vivo,4.0381833333333335,Tuesday,1,2,2021-06-01 00:00:00
2021-06-01 02:13:00,Vitão,Romeu E Julieta,3.4799833333333337,Tuesday,1,2,2021-06-01 00:00:00
2021-06-01 02:16:00,Malibu,Se Prepara,3.04025,Tuesday,1,2,2021-06-01 00:00:00
2021-06-01 02:19:00,Xamã,Uma Linda Mulher,3.466666666666667,Tuesday,1,2,2021-06-01 00:00:00
2021-06-01 02:23:00,Orochi,Na Onda,3.3230666666666666,Tuesday,1,2,2021-06-01 00:00:00
2021-06-01 02:26:00,Filipe Ret,Ilusão,3.62885,Tuesday,1,2,2021-06-01 00:00:00
2021-06-01 02:29:00,Budah,Estar Com Você,3.0,Tuesday,1,2,2021-06-01 00:00:00
2021-06-01 02:33:00,Kiaz,Cê Tá Bem,3.3333333333333335,Tuesday,1,2,2021-06-01 00:00:00
2021-06-01 03:10:00,Djonga,Mania (prod. Coyote Beatz),0.4062,Tuesday,1,3,2021-06-01 00:00:00
2021-06-01 04:03:00,Djonga,Mania (prod. Coyote Beatz),2.7133833333333333,Tuesday,1,4,2021-06-01 00:00:00
2021-06-01 04:07:00,Djonga,LEAL,3.544166666666667,Tuesday,1,4,2021-06-01 00:00:00
2021-06-01 04:10:00,BK,Planos,3.6555666666666666,Tuesday,1,4,2021-06-01 00:00:00
2021-06-01 04:25:00,Dfideliz,Mulher,0.6488666666666667,Tuesday,1,4,2021-06-01 00:00:00
2021-06-03 10:07:00,Djonga,Procuro Alguém (prod. Coyote Beatz),10.35535,Thursday,3,10,2021-06-03 00:00:00
2021-06-03 10:10:00,Baco Exu do Blues,Ela É Gostosa Pra Caralho,3.05355,Thursday,3,10,2021-06-03 00:00:00
2021-06-03 10:13:00,Djonga,Todo Errado (prod. Coyote Beatz),3.2933333333333334,Thursday,3,10,2021-06-03 00:00:00
2021-06-03 10:16:00,L7NNON,Abre a porta,2.21745,Thursday,3,10,2021-06-03 00:00:00
2021-06-03 10:19:00,L7NNON,Berenice (Papasessions #6) [feat. CALIFFA],3.5950166666666665,Thursday,3,10,2021-06-03 00:00:00
2021-06-03 10:21:00,Pineapple StormTv,Poesia Acústica - Paris,1.19135,Thursday,3,10,2021-06-03 00:00:00
2021-06-03 10:32:00,Pineapple StormTv,Poesia Acústica #8: Amor e Samba,7.374916666666667,Thursday,3,10,2021-06-03 00:00:00
2021-06-03 11:53:00,L7NNON,Perdição,4.583333333333333,Thursday,3,11,2021-06-03 00:00:00
2021-06-03 11:57:00,Luccas Carlos,Incomum - Ao Vivo,4.0381833333333335,Thursday,3,11,2021-06-03 00:00:00
2021-06-03 12:01:00,Vitão,Romeu E Julieta,3.4799833333333337,Thursday,3,12,2021-06-03 00:00:00
2021-06-03 12:03:00,Malibu,Se Prepara,2.1999333333333335,Thursday,3,12,2021-06-03 00:00:00
2021-06-03 12:04:00,Xamã,Uma Linda Mulher,1.37545,Thursday,3,12,2021-06-03 00:00:00
2021-06-03 12:05:00,Orochi,Na Onda,1.1071666666666669,Thursday,3,12,2021-06-03 00:00:00
2021-06-03 12:10:00,Djonga,O Cara de Óculos (prod. Coyote Beatz),4.166933333333334,Thursday,3,12,2021-06-03 00:00:00
2021-06-03 12:13:00,Djonga,Não Sei Rezar (prod. Coyote Beatz),3.0535,Thursday,3,12,2021-06-03 00:00:00
2021-06-03 12:17:00,Djonga,Oto Patamá (prod. Coyote Beatz),3.9671000000000003,Thursday,3,12,2021-06-03 00:00:00
2021-06-03 12:17:00,Djonga,Gelo (prod. Coyote Beatz),0.02025,Thursday,3,12,2021-06-03 00:00:00
2021-06-03 12:17:00,Djonga,Todo Errado (prod. Coyote Beatz),0.2528166666666667,Thursday,3,12,2021-06-03 00:00:00
2021-06-03 12:22:00,Djonga,Hoje Não (prod. Coyote Beatz),1.9128833333333333,Thursday,3,12,2021-06-03 00:00:00
2021-06-06 00:42:00,Djonga,Hoje Não (prod. Coyote Beatz),0.30291666666666667,Sunday,6,0,2021-06-06 00:00:00
2021-06-06 00:46:00,Djonga,Hoje Não (prod. Coyote Beatz),3.6696833333333334,Sunday,6,0,2021-06-06 00:00:00
2021-06-06 00:49:00,Djonga,Mania (prod. Coyote Beatz),3.112,Sunday,6,0,2021-06-06 00:00:00
2021-06-06 00:50:00,Djonga,Procuro Alguém (prod. Coyote Beatz),1.5586666666666666,Sunday,6,0,2021-06-06 00:00:00
2021-06-06 00:54:00,Djonga,Hoje Não (prod. Coyote Beatz),3.6696833333333334,Sunday,6,0,2021-06-06 00:00:00
2021-06-06 00:57:00,Djonga,Mania (prod. Coyote Beatz),3.112,Sunday,6,0,2021-06-06 00:00:00
2021-06-06 01:01:00,Djonga,Procuro Alguém (prod. Coyote Beatz),3.5663833333333335,Sunday,6,1,2021-06-06 00:00:00
2021-06-06 01:05:00,Djonga,Deus Dará (prod. Coyote Beatz),3.802,Sunday,6,1,2021-06-06 00:00:00
2021-06-06 01:07:00,Djonga,Amr Sinto Falta da Nssa Ksa (prod. Renan Samam),2.2758499999999997,Sunday,6,1,2021-06-06 00:00:00
2021-06-06 01:12:00,Djonga,O Cara de Óculos (prod. Coyote Beatz),4.166933333333334,Sunday,6,1,2021-06-06 00:00:00
2021-06-06 01:15:00,Djonga,Não Sei Rezar (prod. Coyote Beatz),3.0535,Sunday,6,1,2021-06-06 00:00:00
2021-06-06 01:19:00,Djonga,Oto Patamá (prod. Coyote Beatz),3.9671000000000003,Sunday,6,1,2021-06-06 00:00:00
2021-06-06 01:22:00,Djonga,Todo Errado (prod. Coyote Beatz),3.2933333333333334,Sunday,6,1,2021-06-06 00:00:00
2021-06-06 01:26:00,Djonga,Gelo (prod. Coyote Beatz),3.8181333333333334,Sunday,6,1,2021-06-06 00:00:00
2021-06-06 01:30:00,Djonga,Hoje Não (prod. Coyote Beatz),3.6696833333333334,Sunday,6,1,2021-06-06 00:00:00
2021-06-06 01:33:00,Djonga,Mania (prod. Coyote Beatz),0.016033333333333333,Sunday,6,1,2021-06-06 00:00:00
2021-06-06 01:33:00,Djonga,Mania (prod. Coyote Beatz),3.112,Sunday,6,1,2021-06-06 00:00:00
2021-06-06 01:33:00,Djonga,Procuro Alguém (prod. Coyote Beatz),0.10183333333333335,Sunday,6,1,2021-06-06 00:00:00
2021-06-06 01:36:00,Djonga,Hoje Não (prod. Coyote Beatz),3.6696833333333334,Sunday,6,1,2021-06-06 00:00:00
2021-06-06 01:40:00,Djonga,Mania (prod. Coyote Beatz),3.112,Sunday,6,1,2021-06-06 00:00:00
2021-06-06 01:48:00,Djonga,Procuro Alguém (prod. Coyote Beatz),3.5663833333333335,Sunday,6,1,2021-06-06 00:00:00
2021-06-06 01:52:00,Djonga,Deus Dará (prod. Coyote Beatz),3.802,Sunday,6,1,2021-06-06 00:00:00
2021-06-06 01:54:00,Djonga,Amr Sinto Falta da Nssa Ksa (prod. Renan Samam),2.2758499999999997,Sunday,6,1,2021-06-06 00:00:00
2021-06-06 01:58:00,Djonga,O Cara de Óculos (prod. Coyote Beatz),4.166933333333334,Sunday,6,1,2021-06-06 00:00:00
2021-06-06 02:00:00,Djonga,Não Sei Rezar (prod. Coyote Beatz),0.7548333333333334,Sunday,6,2,2021-06-06 00:00:00
